R4A_Id	CompoundID	PLD_Effect(%)_A549-ACE2	Label_A549-ACE2	HIT_Phospholipidosis  Y/N	CompoundID_dupl	NAME	PLD_Effect(%)_VERO-E6	Label_VERO-E6
R4A_0003258_001	SPE_K04623885	-0.129526571	inactive	N	SPE_K04623885	BIBR1532	-3.63	inactive
R4A_0005041_001	SPE_K98736329	0.094850223	inactive	N	SPE_K98736329	OXA-06	10.66	inactive
R4A_0002990_001	SPE_K21396683	-0.128412097	inactive	N	SPE_K21396683	Marimastat	-6.67	inactive
R4A_0001958_001	SPE_K40624912	-0.070274251	inactive	N	SPE_K40624912	ZM-39923	0.88	inactive
R4A_0003958_001					SPE_K73589491	NIZATIDINE	-10.76	inactive
R4A_0001584_001					SPE_A16767899	Oxymetholone	3.4	inactive
R4A_0001836_001	SPE_A08772153	0.130997633	inactive	N	SPE_A08772153	SQ109	29.19	inactive
R4A_0002151_001	SPE_K52512893	-0.106250763	inactive	N	SPE_K52512893	SC-19220	-0.36	inactive
R4A_0000510_001	SPE_K90524085	-0.012812667	inactive	N	SPE_K90524085	MY-5445	-0.95	inactive
R4A_0001336_001	SPE_K64557645	-0.084349368	inactive	N	SPE_K64557645	zotepine	13.92	inactive
R4A_0004903_001	SPE_A52588987	0.024947775	inactive	N	SPE_A52588987	SKF-83566	-0.71	inactive
R4A_0001196_001	SPE_K21913543	-0.044623374	inactive	N	SPE_K21913543	FLUORESCEIN	2.64	inactive
R4A_0000158_001	SPE_K23067689	-0.02946181	inactive	N	SPE_K23067689	Zanamivir (Relenza)	-15.84	inactive
R4A_0001673_001	SPE_K66898851	-0.01442723	inactive	N	SPE_K66898851	SANGUINARIUM CHLORIDE	-11.72	inactive
R4A_0004300_001	SPE_K11905747	-0.068426843	inactive	N	SPE_K11905747	SPECTINOMYCIN HYDROCHLORIDE	-2.31	inactive
R4A_0004704_001	SPE_K17511755	0.197640326	inactive	N	SPE_K17511755	APY-29	-1.4	inactive
R4A_0000123_001	SPE_K97417064	-0.065415651	inactive	N	SPE_K97417064	ACEDAPSONE	-4.32	inactive
R4A_0005288_001	SPE_K21718444	0.299005038	inactive	N	SPE_K21718444	KW 2449	29.58	inactive
R4A_0003129_001	SPE_K81004638	-0.029349011	inactive	N	SPE_K81004638	EC-23	-1.28	inactive
R4A_0003479_001					SPE_A35868371	"3-{[2-(Hydroxymethyl)-2-phenylbutanoyl]oxy}-8,8-dimethyl-8-azoniabicyclo[3.2.1]octane iodide"	0.66	inactive
R4A_0003014_001					SPE_A96060515	IPRATROPIUM BROMIDE	-3.79	inactive
R4A_0000840_001	SPE_K41445866	-0.237659523	inactive	N	SPE_K41445866	alfaxalone	0.24	inactive
R4A_0003262_001	SPE_K28217197	-0.013952487	inactive	N	SPE_K28217197	ganaxolone	-9.8	inactive
R4A_0004956_001	SPE_K61795638	-0.0635634	inactive	N	SPE_K61795638	LDN-209929	-9.55	inactive
R4A_0003006_001	SPE_A63675168	-0.063336542	inactive	N	SPE_A63675168	(E)-5-(2-Bromovinyl)-2'-deoxyuridine	-9.45	inactive
R4A_0005320_001					SPE_K47679368	Bromfenac Sodium	0.95	inactive
R4A_0004357_001	SPE_K79753741	-0.046892835	inactive	N	SPE_K79753741	UBP-302	-0.37	inactive
R4A_0000946_001	SPE_K55034111	0.00018217	inactive	N	SPE_K55034111	PEFLOXACIN MESYLATE	5.73	inactive
R4A_0003452_001	SPE_K06750613	-0.01433017	inactive	N	SPE_K06750613	GSK1059615	-4.06	inactive
R4A_0001861_001					SPE_K55191674	PENICILLIN G POTASSIUM	-4.24	inactive
R4A_0004643_001	SPE_K27051047	0.001189244	inactive	N	SPE_K27051047	AS-1892802	7.28	inactive
R4A_0002365_001					SPE_K22314899	CH223191	-3.95	inactive
R4A_0000721_001					SPE_A44863528	PROGLUMIDE SODIUM	-3.27	inactive
R4A_0002513_001					SPE_K08699567	CINOCTRAMIDE	-10.72	inactive
R4A_0005297_001	SPE_A93000692	-0.1128024	inactive	N	SPE_A93000692	ciglitazone	-1.61	inactive
R4A_0000520_001	SPE_K06181161	0.112635581	inactive	N	SPE_K06181161	CARBETAPENTANE CITRATE	6.63	inactive
R4A_0005499_001	SPE_A65797496	-0.012067982	inactive	N	SPE_A65797496	deptropine	45.47	inactive
R4A_0005153_001	SPE_K41337261	-0.156663299	inactive	N	SPE_K41337261	ZM-306416	-0.91	inactive
R4A_0004095_001	SPE_K51324732	-0.105064534	inactive	N	SPE_K51324732	meglitinide	-4.02	inactive
R4A_0001639_001	SPE_A40257118	0.013322864	inactive	N	SPE_A40257118	BQU57	-0.76	inactive
R4A_0001442_001	SPE_K89391146	-0.06189535	inactive	N	SPE_K89391146	RG108	-5.26	inactive
R4A_0002937_001	SPE_A48237631	-0.1402889	inactive	N	SPE_A48237631	MITOMYCIN	0.39	inactive
R4A_0001178_001	SPE_A84575140	0.0271077	inactive	N	SPE_A84575140	Pimobendan (Vetmedin)	0.03	inactive
R4A_0000368_001	SPE_K61041538	-0.042414584	inactive	N	SPE_K61041538	AZD1080	4.84	inactive
R4A_0000706_001					SPE_K67578145	GDC-0879	-1.63	inactive
R4A_0003303_001	SPE_K81330143	0.013335905	inactive	N	SPE_K81330143	Tideglusib	-0.73	inactive
R4A_0002899_001	SPE_K28453807	0.022673065	inactive	N	SPE_K28453807	nitrocaramiphen	9.04	inactive
R4A_0001476_001	SPE_K99819791	-0.078334962	inactive	N	SPE_K99819791	SA-47	-9.4	inactive
R4A_0000775_001	SPE_K47761761	-0.065160254	inactive	N	SPE_K47761761	PD-168077	-0.58	inactive
R4A_0001334_001	SPE_K06014311	0.044826574	inactive	N	SPE_K06014311	DH-97	-4.15	inactive
R4A_0005282_001	SPE_K30431096	0.634694012	active	Y	SPE_K30431096	Domiphen Bromide	7.61	inactive
R4A_0005207_001	SPE_K05653025	-0.03740438	inactive	N	SPE_K05653025	NHI-2	-5.6	inactive
R4A_0004010_001					SPE_K33903083	benfluralin	4.6	inactive
R4A_0005292_001					SPE_A75552914	ISOXICAM	1.26	inactive
R4A_0001266_001	SPE_K76845197	-0.037589422	inactive	N	SPE_K76845197	SULFANITRAN	4.56	inactive
R4A_0001895_001	SPE_K12244279	-0.031138993	inactive	N	SPE_K12244279	MEK1-2-inhibitor	5.68	inactive
R4A_0003177_001					SPE_K46133855	NXY-059 (Disufenton sodium)	-0.44	inactive
R4A_0003790_001	SPE_K64835161	-0.121855051	inactive	N	SPE_K64835161	ML167	-5.86	inactive
R4A_0004046_001	SPE_K60150510	-0.034185417	inactive	N	SPE_K60150510	N6-cyclopentyladenosine	-1.75	inactive
R4A_0001365_001	SPE_K96798615	-0.005691375	inactive	N	SPE_K96798615	S4	-9.64	inactive
R4A_0001209_001	SPE_K00627859	0.069694453	inactive	N	SPE_K00627859	Tubastatin A hydrochloride	1.21	inactive
R4A_0004669_001	SPE_K40109029	0.166957782	inactive	N	SPE_K40109029	SB-505124	-5.27	inactive
R4A_0003541_001	SPE_A09094913	-0.026188665	inactive	N	SPE_A09094913	STRYCHNINE SULFATE	1.13	inactive
R4A_0004157_001	SPE_A49046702	-0.009209681	inactive	N	SPE_A49046702	SKF-89976A	-1.78	inactive
R4A_0001949_001					SPE_A68281735	"REV-5901 / L-655,238"	-1.34	inactive
R4A_0000120_001	SPE_K61337602	-0.143878862	inactive	N	SPE_K61337602	Naratriptan HCl	-5.61	inactive
R4A_0004709_001	SPE_K67601717	-0.049516548	inactive	N	SPE_K67601717	Almotriptan malate (Axert)	-4.05	inactive
R4A_0001694_001	SPE_K17977438	0.07258587	inactive	N	SPE_K17977438	OXELAIDIN CITRATE	39	inactive
R4A_0005069_001	SPE_A99117172	-0.012763297	inactive	N	SPE_A99117172	HYDROXYCHLOROQUINE SULFATE	1.54	inactive
R4A_0003783_001					SPE_A19086570	"D-Fructose-1,6-diphosphate trisodium salt"	-4.87	inactive
R4A_0004328_001	SPE_K11796549	-0.102304394	inactive	N	SPE_K11796549	NBQX	-1.31	inactive
R4A_0000784_001	SPE_K82236179	-0.018410335	inactive	N	SPE_K82236179	DICUMAROL	-5.4	inactive
R4A_0001537_001	SPE_K94780074	0.171684653	inactive	N	SPE_K94780074	S-Nitrosoglutathione	3.47	inactive
R4A_0001194_001	SPE_K16755045	0.0512378	inactive	N	SPE_K16755045	CC-115	-2.57	inactive
R4A_0005105_001	SPE_K14796088	-0.02900375	inactive	N	SPE_K14796088	BERBERINE CHLORIDE	0.6	inactive
R4A_0004119_001	SPE_A10420615	-0.059857001	inactive	N	SPE_A10420615	cyclopiazonic-acid	-1.91	inactive
R4A_0001267_001	SPE_K81048131	-0.116773902	inactive	N	SPE_K81048131	AG-556	3.86	inactive
R4A_0004303_001	SPE_K99498722	-0.116203797	inactive	N	SPE_K99498722	plinabulin	-3.64	inactive
R4A_0001044_001	SPE_K09090523	0.041079294	inactive	N	SPE_K09090523	FIROCOXIB	3.73	inactive
R4A_0000571_001	SPE_K92377961	-0.049290583	inactive	N	SPE_K92377961	Catharanthine	6.61	inactive
R4A_0004890_001					SPE_K74193284	PHENYLMERCURIC ACETATE	2.59	inactive
R4A_0001421_001	SPE_K00989047	-0.025877346	inactive	N	SPE_K00989047	Trovirdine	-12.26	inactive
R4A_0005011_001	SPE_K01129913	-0.061492573	inactive	N	SPE_K01129913	Walrycin B	1.4	inactive
R4A_0003180_001	SPE_K22229656	-0.072322741	inactive	N	SPE_K22229656	UNC-926	-11.09	inactive
R4A_0004037_001	SPE_K97840621	0.017120131	inactive	N	SPE_K97840621	API-1	-2.7	inactive
R4A_0001822_001	SPE_K84173274	0.002576213	inactive	N	SPE_K84173274	Ufenamate	-2.32	inactive
R4A_0003394_001	SPE_K19605405	-0.021853956	inactive	N	SPE_K19605405	ZM-241385	-3.67	inactive
R4A_0004166_001	SPE_K66876909	-0.027520078	inactive	N	SPE_K66876909	LINEZOLID	-4.92	inactive
R4A_0001060_001	SPE_K43639297	-0.063304846	inactive	N	SPE_K43639297	Voxelotor	0.56	inactive
R4A_0001789_001	SPE_K80359953	-0.077888772	inactive	N	SPE_K80359953	talampanel	-1.29	inactive
R4A_0002485_001					SPE_A22844106	TENOXICAM	-7.11	inactive
R4A_0004795_001	SPE_K96295391	0.148273514	inactive	N	SPE_K96295391	PF-670462	-1.28	inactive
R4A_0001299_001	SPE_K01995783	-0.073789962	inactive	N	SPE_K01995783	AMG-9810	-2.62	inactive
R4A_0001803_001	SPE_K06625472	0.04010379	inactive	N	SPE_K06625472	Olopatadine hydrochloride (Opatanol)	-1.83	inactive
R4A_0000722_001	SPE_K26325692	0.001627376	inactive	N	SPE_K26325692	S1RA (hydrochloride)	-0.96	inactive
R4A_0003224_001					SPE_K46580984	phenserine	-9.99	inactive
R4A_0002926_001	SPE_K78096648	0.010969323	inactive	N	SPE_K78096648	oxiperomide	6.68	inactive
R4A_0001203_001	SPE_A29260609	-0.055971211	inactive	N	SPE_A29260609	ACEBUTOLOL HYDROCHLORIDE	-4.7	inactive
R4A_0001230_001	SPE_K75478907	0.089756411	inactive	N	SPE_K75478907	GS-39783	-1.26	inactive
R4A_0005037_001	SPE_K00673382	0.011885211	inactive	N	SPE_K00673382	FAMOTIDINE	-2.2	inactive
R4A_0003325_001	SPE_A92537424	0.013551455	inactive	N	SPE_A92537424	DANAZOL	0.07	inactive
R4A_0003102_001	SPE_K24219278	-0.0402697	inactive	N	SPE_K24219278	Amineptine	0.29	inactive
R4A_0002723_001					SPE_K66206289	Lobeline (hydrochloride)	13.81	inactive
R4A_0004790_001	SPE_A92933783	-0.00393578	inactive	N	SPE_A92933783	SM-21	24.78	inactive
R4A_0000641_001	SPE_K01673854	-0.044671251	inactive	N	SPE_K01673854	KH-CB19	-1.98	inactive
R4A_0000595_001	SPE_K21906513	-0.157918161	inactive	N	SPE_K21906513	UNC669	1.83	inactive
R4A_0003685_001	SPE_A50028488	-0.126080614	inactive	N	SPE_A50028488	TCS2002	-0.99	inactive
R4A_0002049_001					SPE_K26011976	Licochalcone A	-6.16	inactive
R4A_0003792_001	SPE_K92169341	0.054634144	inactive	N	SPE_K92169341	URB597	-5.98	inactive
R4A_0002550_001	SPE_K28567778	0.054932285	inactive	N	SPE_K28567778	neuropathiazol	-1.56	inactive
R4A_0001859_001	SPE_K37516142	-0.04897988	inactive	N	SPE_K37516142	IDEBENONE	3.89	inactive
R4A_0001474_001	SPE_A64808605	-0.045491902	inactive	N	SPE_A64808605	AH11110	-1.97	inactive
R4A_0000353_001	SPE_K67943528	-0.000353763	inactive	N	SPE_K67943528	Lisuride maleate	26.1	inactive
R4A_0002869_001	SPE_K85140930	0.042875719	inactive	N	SPE_K85140930	Aphidicolin	0.12	inactive
R4A_0000292_001	SPE_A34205397	0.677192065	active	Y	SPE_A34205397	SULOCTIDIL	-0.91	inactive
R4A_0001876_001	SPE_A26384407	0.023105992	inactive	N	SPE_A26384407	CHLORTHALIDONE	3.86	inactive
R4A_0004757_001	SPE_K02680176	-0.122442811	inactive	N	SPE_K02680176	clofilium	3.83	inactive
R4A_0004421_001					SPE_K00091711	RWJ-21757	-1.06	inactive
R4A_0000738_001					SPE_K49372556	mofezolac	-3.22	inactive
R4A_0003727_001	SPE_K70404782	0.012334446	inactive	N	SPE_K70404782	LM-22A4	-1.92	inactive
R4A_0004888_001	SPE_K53382462	-0.02240444	inactive	N	SPE_K53382462	propagermanium	-3.6	inactive
R4A_0002114_001	SPE_K29653726	-0.049287186	inactive	N	SPE_K29653726	TOPIRAMATE	-2.52	inactive
R4A_0004999_001	SPE_K15567136	-0.009177939	inactive	N	SPE_K15567136	PAPAVERINE HYDROCHLORIDE	-4.22	inactive
R4A_0000863_001	SPE_A59337442	-0.115843118	inactive	N	SPE_A59337442	Xamoterol fumarate	-4.42	inactive
R4A_0005464_001					SPE_K83003151	ALOGLIPTIN BENZOATE	-11.2	inactive
R4A_0004784_001	SPE_A87673115	-0.06002915	inactive	N	SPE_A87673115	Moguisteine	2.87	inactive
R4A_0004697_001					SPE_A72767275	nalmefene hydrochloride	-4.83	inactive
R4A_0004503_001	SPE_K02389548	-0.037176088	inactive	N	SPE_K02389548	RG2833 (RGFP109)	-7.59	inactive
R4A_0004299_001	SPE_K34685430	-0.050397582	inactive	N	SPE_K34685430	methylergometrine	5.79	inactive
R4A_0004789_001	SPE_K45044657	0.007502963	inactive	N	SPE_K45044657	TC-H-106	-1.6	inactive
R4A_0001039_001	SPE_K47337578	0.060588121	inactive	N	SPE_K47337578	4-(4-fluorobenzoyl)-1-(4-phenylbutyl)-piperidine	1.69	inactive
R4A_0000723_001	SPE_K78978711	-0.034398989	inactive	N	SPE_K78978711	KHS-101	46.93	inactive
R4A_0004947_001	SPE_A54635441	0.049033908	inactive	N	SPE_A54635441	levopropoxyphene	15.03	inactive
R4A_0004817_001	SPE_K51541829	-0.053999711	inactive	N	SPE_K51541829	Ro-25-6981	0.55	inactive
R4A_0002574_001	SPE_K05361803	0.006652186	inactive	N	SPE_K05361803	SC-10	3.17	inactive
R4A_0004918_001					SPE_K36270037	Aesculin (Esculin)	0.56	inactive
R4A_0003214_001	SPE_K58299615	-0.140613169	inactive	N	SPE_K58299615	Ro-90-7501	-2.7	inactive
R4A_0003784_001	SPE_K77943374	-0.073697041	inactive	N	SPE_K77943374	NVP-BVU972	3.96	inactive
R4A_0000387_001					SPE_K37355418	Efaproxiral sodium	9.78	inactive
R4A_0002993_001	SPE_K00768353	-0.099350659	inactive	N	SPE_K00768353	PERINDOPRILAT	-15.68	inactive
R4A_0004554_001	SPE_K45479396	-0.054096456	inactive	N	SPE_K45479396	BP-554	-1.49	inactive
R4A_0004881_001	SPE_K13183738	-0.099811585	inactive	N	SPE_K13183738	PENTAMIDINE ISETHIONATE	1.76	inactive
R4A_0001173_001	SPE_A62421304	-0.098599105	inactive	N	SPE_A62421304	MEPENZOLATE BROMIDE	-2.52	inactive
R4A_0001292_001	SPE_K09859624	-0.10901512	inactive	N	SPE_K09859624	methantheline	-5.19	inactive
R4A_0005115_001	SPE_K48888725	0.010940458	inactive	N	SPE_K48888725	1-(3-amino-2-methyl-benzyl)-4-(2-thiophen-2-yl-ethoxy)-2-pyridone	-2.44	inactive
R4A_0000402_001	SPE_K99922388	-0.035943183	inactive	N	SPE_K99922388	DPO-1	20.34	inactive
R4A_0001661_001	SPE_A09349126	-0.074010373	inactive	N	SPE_A09349126	NORETHINDRONE ACETATE	-3.91	inactive
R4A_0004270_001	SPE_A20644369	-0.022561073	inactive	N	SPE_A20644369	CANRENONE	6.9	inactive
R4A_0001921_001					SPE_A89207210	terguride	2.65	inactive
R4A_0004375_001	SPE_A29734509	0.018718691	inactive	N	SPE_A29734509	DISOPYRAMIDE PHOSPHATE	-1.61	inactive
R4A_0003833_001	SPE_K40901640	0.000998537	inactive	N	SPE_K40901640	cinanserin	8.24	inactive
R4A_0004274_001	SPE_K91495480	0.034835349	inactive	N	SPE_K91495480	Docosanoic acid	-4.46	inactive
R4A_0000004_001	SPE_K50417881	0.922773026	active	Y	SPE_K50417881	eticlopride	41.39	inactive
R4A_0000735_001	SPE_K38350380	-0.097380414	inactive	N	SPE_K38350380	FK 3311	-1.81	inactive
R4A_0005177_001	SPE_K13474508	0.03759484	inactive	N	SPE_K13474508	"L-655,708"	-2.2	inactive
R4A_0000804_001					SPE_A66559694	NALTREXONE HYDROCHLORIDE	-5.93	inactive
R4A_0003355_001	SPE_K23672206	-0.124043383	inactive	N	SPE_K23672206	Coluracetam	-2.52	inactive
R4A_0002042_001	SPE_K70402238	-0.125897379	inactive	N	SPE_K70402238	Nexturastat A	-9.88	inactive
R4A_0000312_001	SPE_A55272860	-0.054381983	inactive	N	SPE_A55272860	SULPIRIDE (S [-])	-0.35	inactive
R4A_0000312_002	SPE_K51671335	-0.089743579	inactive	N	SPE_K51671335	levosulpiride	-2.06	inactive
R4A_0002519_001	SPE_K87727457	-0.115249189	inactive	N	SPE_K87727457	VU-152100	0.46	inactive
R4A_0004474_001	SPE_K55677650	0.019852552	inactive	N	SPE_K55677650	CO-101244	-3.85	inactive
R4A_0000846_001	SPE_K24603946	0.015201895	inactive	N	SPE_K24603946	5-hydroxymethyl tolterodine (PNU 200577)	9.49	inactive
R4A_0000367_001	SPE_K41707108	-0.033313775	inactive	N	SPE_K41707108	ceramide	-6.85	inactive
R4A_0003510_001	SPE_A87983072	-0.044529588	inactive	N	SPE_A87983072	benzotript	-0.44	inactive
R4A_0005110_001	SPE_K67537649	0.778861404	active	Y	SPE_K67537649	PQ-401	-7.16	inactive
R4A_0003890_001	SPE_K76406695	-0.043782705	inactive	N	SPE_K76406695	CCT128930	37.06	inactive
R4A_0001337_001	SPE_K54028654	0.011099245	inactive	N	SPE_K54028654	Trehalose	-2.3	inactive
R4A_0001244_001	SPE_K74377520	0.020370036	inactive	N	SPE_K74377520	D-(+)-MALTOSE	-0.88	inactive
R4A_0000661_001					SPE_K74724920	sucrose	-5.71	inactive
R4A_0001815_001	SPE_K77258318	-0.111282842	inactive	N	SPE_K77258318	LACTULOSE	-3.22	inactive
R4A_0000290_001	SPE_K16107558	-0.042554228	inactive	N	SPE_K16107558	SB-297006	-1.7	inactive
R4A_0003275_001	SPE_K49110935	-0.0447803	inactive	N	SPE_K49110935	SB-772077B	-0.58	inactive
R4A_0003485_001	SPE_K90168339	-0.00085822	inactive	N	SPE_K90168339	THIOPHANATE METHYL	1.29	inactive
R4A_0002496_001	SPE_K49597925	-0.024438017	inactive	N	SPE_K49597925	SB-747651A	2.13	inactive
R4A_0000972_001	SPE_K72231366	0.00929241	inactive	N	SPE_K72231366	TAME	1.82	inactive
R4A_0004061_001	SPE_K91188791	0.122068285	inactive	N	SPE_K91188791	Aloxistatin	-5.05	inactive
R4A_0004248_001	SPE_K28578425	-0.009039879	inactive	N	SPE_K28578425	cilostamide	-1.64	inactive
R4A_0000055_001	SPE_A62743154	-0.026689818	inactive	N	SPE_A62743154	BIMU8 hydrate	15.46	inactive
R4A_0004707_001	SPE_K27074404	-0.075230724	inactive	N	SPE_K27074404	VU 0240551	-2.29	inactive
R4A_0001433_001	SPE_A50062753	-0.026708599	inactive	N	SPE_A50062753	LY-404187	2.07	inactive
R4A_0001542_001					SPE_K92908289	medica-16	-8.61	inactive
R4A_0004497_001	SPE_K68232413	-0.129030645	inactive	N	SPE_K68232413	Etizolam	-1.29	inactive
R4A_0001586_001					SPE_A12417644	(+)-Usniacin (D-Usnic acid)	-3.21	inactive
R4A_0005386_001	SPE_K09635314	-0.019583806	inactive	N	SPE_K09635314	m-3M3FBS	-1.98	inactive
R4A_0003991_001	SPE_K46384212	-0.044738797	inactive	N	SPE_K46384212	o-3M3FBS	-1.24	inactive
R4A_0002528_001	SPE_K60371362	-0.017045909	inactive	N	SPE_K60371362	osemozotan	2.27	inactive
R4A_0005283_001	SPE_A91831168	-0.159099781	inactive	N	SPE_A91831168	Tetrahydropapaverine hydrochloride	-1.72	inactive
