R4A_Id	CompoundID	PLD_Effect(%)_A549-ACE2	Label_A549-ACE2	HIT_Phospholipidosis  Y/N	CompoundID_dupl	NAME	PLD_Effect(%)_VERO-E6	Label_VERO-E6
R4A_0002744_001	SPE_K56077740	-0.01074275	inactive	N	SPE_K56077740	MMPX	-0.95	inactive
R4A_0002887_001	SPE_K15502390	0.007985795	inactive	N	SPE_K15502390	NEVIRAPINE	-1.9	inactive
R4A_0003069_001	SPE_K77677632	-0.085988196	inactive	N	SPE_K77677632	SB-200646	-0.64	inactive
R4A_0004562_001	SPE_K26168087	-0.032052417	inactive	N	SPE_K26168087	Magnolol	-1.71	inactive
R4A_0002786_001					SPE_K95309561	dienestrol	0.7	inactive
R4A_0001059_001	SPE_K98493452	-0.139007269	inactive	N	SPE_K98493452	Honokiol	-3.16	inactive
R4A_0004246_001					SPE_K88366685	TRIMETAZIDINE DIHYDROCHLORIDE	-3.48	inactive
R4A_0000514_001	SPE_A43671941	-0.087012841	inactive	N	SPE_A43671941	oxprenolol	7.84	inactive
R4A_0001325_001	SPE_K60762818	0.393376332	inactive	N	SPE_K60762818	DESIPRAMINE HYDROCHLORIDE	36.57	inactive
R4A_0004370_001	SPE_K79501723	-0.088200818	inactive	N	SPE_K79501723	CYCLIZINE	16.07	inactive
R4A_0002623_001	SPE_K05680146	0.121394392	inactive	N	SPE_K05680146	dodecyl-sulfate	1.59	inactive
R4A_0001618_001	SPE_A77118605	-0.009113653	inactive	N	SPE_A77118605	D609	-2.09	inactive
R4A_0000855_001	SPE_K41160163	0.025919627	inactive	N	SPE_K41160163	fenobam	-1.76	inactive
R4A_0002442_001	SPE_K34663752	-0.078363536	inactive	N	SPE_K34663752	6-chloromelatonin	-2.44	inactive
R4A_0001007_001	SPE_K71686520	-0.032931661	inactive	N	SPE_K71686520	ICA-110381	-6.45	inactive
R4A_0001315_001	SPE_A33692381	-0.019245902	inactive	N	SPE_A33692381	ZIDOVUDINE [AZT]	-4.18	inactive
R4A_0003057_001	SPE_K01577834	-0.030171081	inactive	N	SPE_K01577834	ADENOSINE	-2.41	inactive
R4A_0003057_002	SPE_K72093121	-0.117106648	inactive	N	SPE_K72093121	VIDARABINE	-0.52	inactive
R4A_0001084_001	SPE_K20605374	-0.145607894	inactive	N	SPE_K20605374	NSC697923	-15.13	inactive
R4A_0001081_001	SPE_K59331299	-0.161392747	inactive	N	SPE_K59331299	voglibose	7.39	inactive
R4A_0003478_001	SPE_K62810658	0.029649937	inactive	N	SPE_K62810658	PD-98059	-2.29	inactive
R4A_0000649_001					SPE_K19742012	sulfamoxole	-0.96	inactive
R4A_0002818_001	SPE_K50859149	-0.021134068	inactive	N	SPE_K50859149	SULFISOXAZOLE	-0.76	inactive
R4A_0000311_001	SPE_K31471398	-0.090700423	inactive	N	SPE_K31471398	dihydrexidine	3.51	inactive
R4A_0004494_001					SPE_K76022557	APOMORPHINE HYDROCHLORIDE	5.96	inactive
R4A_0000843_001	SPE_A41304429	-0.004620159	inactive	N	SPE_A41304429	practolol	-0.54	inactive
R4A_0000938_001					SPE_K29562203	SCH-202676	-1.31	inactive
R4A_0002048_001	SPE_K85479953	0.198140644	inactive	N	SPE_K85479953	STF-62247	-9.7	inactive
R4A_0005418_001	SPE_K97061094	0.033136357	inactive	N	SPE_K97061094	Azacyclonol	23.15	inactive
R4A_0001923_001	SPE_K06894065	0.054211999	inactive	N	SPE_K06894065	"2-Bromo-1-(3,3-dinitroazetidin-1-yl)ethan-1-one"	0.64	inactive
R4A_0001389_001	SPE_K37561857	0.136485414	inactive	N	SPE_K37561857	zardaverine	-2.3	inactive
R4A_0002086_001	SPE_A93407926	-0.010283381	inactive	N	SPE_A93407926	Allopurinol riboside	2.43	inactive
R4A_0001398_001	SPE_K55567017	-0.050770268	inactive	N	SPE_K55567017	Formononetin (Formononetol)	-8.95	inactive
R4A_0003470_001	SPE_K92116564	-0.043876898	inactive	N	SPE_K92116564	Isoxepac	-2.68	inactive
R4A_0000377_001	SPE_K07265709	-0.04435191	inactive	N	SPE_K07265709	dexrazoxane	-2.06	inactive
R4A_0000348_001	SPE_K52523550	-0.006878772	inactive	N	SPE_K52523550	N-Acetyl carnosine	-1.53	inactive
R4A_0001015_001					SPE_K91543828	Pentostatin	-5.63	inactive
R4A_0001986_001	SPE_A73709786	-0.094400494	inactive	N	SPE_A73709786	LB-100	0.66	inactive
R4A_0000633_001					SPE_K36775483	DMeOB	-5.47	inactive
R4A_0004666_001	SPE_K87349602	-0.042021879	inactive	N	SPE_K87349602	beta-CCB	-1.41	inactive
R4A_0005141_001	SPE_K57427145	-0.028145734	inactive	N	SPE_K57427145	ripazepam	-0.8	inactive
R4A_0004714_001					SPE_A88080608	EQUILIN	10.44	inactive
R4A_0003723_001	SPE_K45330754	-0.013572273	inactive	N	SPE_K45330754	DIETHYLSTILBESTROL	-2.48	inactive
R4A_0000469_001	SPE_K41143549	-0.032781395	inactive	N	SPE_K41143549	N20C	-0.08	inactive
R4A_0001735_001	SPE_A03623303	-0.046937201	inactive	N	SPE_A03623303	METOPROLOL TARTRATE	-1.47	inactive
R4A_0001664_001	SPE_K31792052	-0.056348833	inactive	N	SPE_K31792052	pifithrin-cyclic	-0.74	inactive
R4A_0005155_001	SPE_K07237224	0.022553493	inactive	N	SPE_K07237224	Moclobemide (Ro 111163)	-6.19	inactive
R4A_0002520_001	SPE_K62326629	-0.107671978	inactive	N	SPE_K62326629	DICHLOROPHEN	-6.35	inactive
R4A_0001367_001	SPE_K03808106	-0.002487796	inactive	N	SPE_K03808106	NS-19504	-1.9	inactive
R4A_0005303_001					SPE_K56276053	propatylnitrate	-2.72	inactive
R4A_0004353_001	SPE_A42699921	-0.046885223	inactive	N	SPE_A42699921	teriflunomide	0.72	inactive
R4A_0002368_001	SPE_K05724540	-0.039576171	inactive	N	SPE_K05724540	FTAXILIDE	-7.21	inactive
R4A_0004411_001	SPE_K52313696	-0.140299337	inactive	N	SPE_K52313696	CI994 (Tacedinaline)	10.04	inactive
R4A_0004279_001	SPE_K75699339	-0.036830769	inactive	N	SPE_K75699339	Rizatriptan Benzoate (Maxalt)	-5.8	inactive
R4A_0002823_001	SPE_K90082312	0.051061737	inactive	N	SPE_K90082312	VUF10460	5.46	inactive
R4A_0005229_001	SPE_A36074203	0.090489596	inactive	N	SPE_A36074203	remacemide	8.52	inactive
R4A_0003624_001	SPE_A53576514	0.187744402	inactive	N	SPE_A53576514	ORPHENADRINE CITRATE	25.27	inactive
R4A_0005479_001	SPE_K21123171	-0.175820877	inactive	N	SPE_K21123171	Pramiracetam	-5.97	inactive
R4A_0003397_001	SPE_K49119234	-0.054757124	inactive	N	SPE_K49119234	TMPH	0.44	inactive
R4A_0001628_001	SPE_K59839632	-0.021890265	inactive	N	SPE_K59839632	ICA-069673	-0.35	inactive
R4A_0005344_001	SPE_K43449605	0.050537721	inactive	N	SPE_K43449605	oncrasin-1	-1.97	inactive
R4A_0004980_001	SPE_K68091065	0.015696766	inactive	N	SPE_K68091065	HALAZONE	-3.49	inactive
R4A_0002264_001	SPE_K01493881	-0.027712593	inactive	N	SPE_K01493881	apigenin	-0.77	inactive
R4A_0005129_001	SPE_K04851519	-0.057891584	inactive	N	SPE_K04851519	Aloe-emodin	-4.58	inactive
R4A_0004168_001	SPE_K43797669	0.248310132	inactive	N	SPE_K43797669	GENISTEIN	-2.31	inactive
R4A_0003735_001	SPE_K58685305	-0.108175226	inactive	N	SPE_K58685305	Emodin	-2.77	inactive
R4A_0001068_001	SPE_K72327355	-0.032564896	inactive	N	SPE_K72327355	baicalein	-2.06	inactive
R4A_0001821_001	SPE_K00486786	-0.063051807	inactive	N	SPE_K00486786	Ro-08-2750	0.33	inactive
R4A_0001085_001	SPE_A40546373	0.009673862	inactive	N	SPE_A40546373	Morinidazole	0.25	inactive
R4A_0003720_001	SPE_K56291712	0.043612541	inactive	N	SPE_K56291712	Voxtalisib	-0.35	inactive
R4A_0000021_001	SPE_K01767299	0.045001648	inactive	N	SPE_K01767299	Ciproxifan Maleate	13.03	inactive
R4A_0004405_001	SPE_K31682896	-0.051829529	inactive	N	SPE_K31682896	SULFAMETHIZOLE	-4.31	inactive
R4A_0001898_001	SPE_K85119730	-0.005179873	inactive	N	SPE_K85119730	TOLBUTAMIDE	-2.32	inactive
R4A_0000780_001					SPE_A37959677	ESTRONE	-1.87	inactive
R4A_0003221_001					SPE_K69253806	HEXESTROL	-2.92	inactive
R4A_0003810_001					SPE_K94882685	TOLONIUM CHLORIDE	-24	inactive
R4A_0000217_001	SPE_K13409143	-0.045221744	inactive	N	SPE_K13409143	Isopropyl myristate	-2.19	inactive
R4A_0001180_001	SPE_K20501889	-0.058941048	inactive	N	SPE_K20501889	Octadecan-1-ol	-3.7	inactive
R4A_0000524_001	SPE_K47887731	-0.092887283	inactive	N	SPE_K47887731	Nitenpyram	0.71	inactive
R4A_0000454_001	SPE_K20480395	0.022453033	inactive	N	SPE_K20480395	UF-010	-9.9	inactive
R4A_0002643_001	SPE_K87316765	-0.06242312	inactive	N	SPE_K87316765	Prinaberel	-1.45	inactive
R4A_0000212_001	SPE_K84964099	-0.101106883	inactive	N	SPE_K84964099	spautin-1	2.6	inactive
R4A_0004852_001	SPE_A55204514	-0.06252117	inactive	N	SPE_A55204514	"6,7-Dihydroxy-1-(4-Hydroxybenzyl)-1,2,3,4-tetrahydroisoquinoline Hydrochloride"	-3.06	inactive
R4A_0002082_001	SPE_K62949423	-0.075143965	inactive	N	SPE_K62949423	NSC-625987	-1.78	inactive
R4A_0001727_001	SPE_A95696066	0.025840294	inactive	N	SPE_A95696066	nisoxetine	12.97	inactive
R4A_0001319_001	SPE_A44008656	-0.003977242	inactive	N	SPE_A44008656	DOXYLAMINE SUCCINATE	-0.14	inactive
R4A_0002589_001	SPE_K33211335	0.063655219	inactive	N	SPE_K33211335	DEXTROMETHORPHAN HYDROBROMIDE	7.4	inactive
R4A_0001369_001	SPE_K22356203	-0.047995783	inactive	N	SPE_K22356203	IDO5L	0.83	inactive
R4A_0001446_001	SPE_A48420483	-0.059288464	inactive	N	SPE_A48420483	bupranolol	35.52	inactive
R4A_0005001_001	SPE_K84253429	-0.02306313	inactive	N	SPE_K84253429	Zoledronic Acid (Zoledronate)	-1.98	inactive
R4A_0003266_001	SPE_A62021152	-0.107861825	inactive	N	SPE_A62021152	WAY-161503	3.03	inactive
R4A_0000344_001	SPE_K08037784	-0.052987111	inactive	N	SPE_K08037784	"Arbutin (Uva, p-Arbutin)"	-7.03	inactive
R4A_0001042_001	SPE_K08832567	0.018869901	inactive	N	SPE_K08832567	Naringenin	-2.95	inactive
R4A_0000233_001	SPE_K17497770	0.095803376	inactive	N	SPE_K17497770	Butein	-4.21	inactive
R4A_0001463_001	SPE_K65377893	0.037095584	inactive	N	SPE_K65377893	7-Aminocephalosporanic acid	6.22	inactive
R4A_0001568_001	SPE_K06234293	-0.189667236	inactive	N	SPE_K06234293	LY364947	-7.58	inactive
R4A_0001920_001	SPE_A04506385	-0.155352518	inactive	N	SPE_A04506385	Stepronin	-5.05	inactive
R4A_0004534_001	SPE_K45125084	-0.07320731	inactive	N	SPE_K45125084	zolimidine	-2.12	inactive
R4A_0001868_001					SPE_A32172948		-5.88	inactive
R4A_0005149_001	SPE_K27141178	0.051819375	inactive	N	SPE_K27141178	SB-203186	2.28	inactive
R4A_0004505_001					SPE_A18917088	ESTRADIOL	-0.48	inactive
R4A_0004966_001	SPE_K73391359	0.746355524	active	Y	SPE_K73391359	dimethisoquin	37.57	inactive
R4A_0000271_001	SPE_K83245588	-0.151294462	inactive	N	SPE_K83245588	Pilsicainide hydrochloride	-2.24	inactive
R4A_0001359_001	SPE_A64011898	-0.01368638	inactive	N	SPE_A64011898	5?-Androstenone	-0.52	inactive
R4A_0004436_001					SPE_K13240081	nimustine	-2.5	inactive
R4A_0003377_001	SPE_A17411484	-0.000906061	inactive	N	SPE_A17411484	CARPROFEN	-1.06	inactive
R4A_0004083_001	SPE_K77484724	-0.119339115	inactive	N	SPE_K77484724	Adefovir	-5.15	inactive
R4A_0004080_001	SPE_K29668683	0.117497677	inactive	N	SPE_K29668683	BD-1063	18.25	inactive
R4A_0002804_001					SPE_K70159787	SMI-4a	-9.18	inactive
R4A_0002567_001	SPE_K10852020	-0.080481555	inactive	N	SPE_K10852020	Tolcapone	6.64	inactive
R4A_0004372_001	SPE_A12994259	-0.00723399	inactive	N	SPE_A12994259	Pomalidomide	-6.7	inactive
R4A_0002105_001	SPE_K78633253	0.04082338	inactive	N	SPE_K78633253	EXO-1	0.11	inactive
R4A_0002562_001					SPE_K70912147	co-102862	-8.28	inactive
R4A_0003951_001					SPE_K36274133	SUN-B-8155	1.39	inactive
R4A_0005140_001	SPE_A16332958	-0.074381867	inactive	N	SPE_A16332958	MODAFINIL	-1.1	inactive
R4A_0005140_002	SPE_K87278688	-0.03873369	inactive	N	SPE_K87278688	ARMODAFINIL	0.14	inactive
R4A_0001332_001	SPE_A84389633	0.097484745	inactive	N	SPE_A84389633	"tropanyl-3,5-dimethylbenzoate"	32.75	inactive
R4A_0004653_001	SPE_A20348246	-0.0845288	inactive	N	SPE_A20348246	CHLORMEZANONE	2.2	inactive
R4A_0000869_001	SPE_K29359156	-0.047282542	inactive	N	SPE_K29359156	EBSELEN	-2.68	inactive
R4A_0004445_001	SPE_K15563106	-0.185824355	inactive	N	SPE_K15563106	Phloretin	-2.79	inactive
R4A_0004367_001	SPE_K02729857	-0.014478732	inactive	N	SPE_K02729857	phenylbenzimidazole-sulfonic-acid	-0.79	inactive
R4A_0004097_001	SPE_K50905564	-0.020516136	inactive	N	SPE_K50905564	cardionogen-1	10.69	inactive
R4A_0003215_001	SPE_K78097265	-0.115495161	inactive	N	SPE_K78097265	ADELMIDROL	2.9	inactive
R4A_0004774_001	SPE_K79353516	-0.02121068	inactive	N	SPE_K79353516	CY208-243	2.12	inactive
R4A_0000164_001					SPE_A10773072	glycerol-monolaurate	-0.78	inactive
R4A_0002878_001	SPE_K52080565	-0.038995339	inactive	N	SPE_K52080565	Nandrolone	-1.6	inactive
R4A_0005409_001	SPE_K50938786	0.000285795	inactive	N	SPE_K50938786	Ropivacaine HCl	-5.63	inactive
R4A_0004910_001	SPE_K09659835	-0.041934698	inactive	N	SPE_K09659835	loreclezole	-1.41	inactive
R4A_0000911_001	SPE_A65793993	0.034671908	inactive	N	SPE_A65793993	BTS-72664	-0.09	inactive
R4A_0005120_001	SPE_K14571191	-0.069815951	inactive	N	SPE_K14571191	zometapine	-1.14	inactive
R4A_0002994_001					SPE_K99048103	ACETARSOL	-8.7	inactive
R4A_0003243_001	SPE_K43860855	-0.050660758	inactive	N	SPE_K43860855	iobenguane	-3.59	inactive
R4A_0005121_001					SPE_K68188368	NIFUROXAZIDE	-0.62	inactive
R4A_0002554_001	SPE_K36864847	0.900491902	active	Y	SPE_K36864847	BD-1047	43.47	inactive
R4A_0002638_001	SPE_K83023055	-0.094905903	inactive	N	SPE_K83023055	GR-135531	-2.02	inactive
R4A_0002946_001					SPE_K41312087	GW-441756	2.75	inactive
R4A_0001390_001	SPE_A34255068	0.053050076	inactive	N	SPE_A34255068	ROLIPRAM	-3.94	inactive
R4A_0000114_001	SPE_K49811169	-0.055020302	inactive	N	SPE_K49811169	Dihydro-?-erythroidine?HBr	-0.32	inactive
R4A_0001390_002	SPE_K65856711	-0.050644663	inactive	N	SPE_K65856711	rolipram-S(+)	-3.42	inactive
R4A_0001390_003	SPE_K75516118	-0.007793881	inactive	N	SPE_K75516118	rolipram-R(-)	-0.04	inactive
R4A_0000993_001					SPE_K58265391	METICRANE	1.83	inactive
R4A_0005055_001	SPE_A26845397	-0.101661923	inactive	N	SPE_A26845397	isamoltane	13.73	inactive
R4A_0000439_001	SPE_K66715657	-0.053818438	inactive	N	SPE_K66715657	UH-232-(+)	0.14	inactive
R4A_0003376_001	SPE_K60212747	0.03934795	inactive	N	SPE_K60212747	Neridronate Sodium Salt	-0.14	inactive
R4A_0002588_001	SPE_K28307902	-0.117419033	inactive	N	SPE_K28307902	FLUTAMIDE	-4.95	inactive
R4A_0001810_001					SPE_K24820488	CH-170	-10.12	inactive
R4A_0000085_001	SPE_K34073885	0.014417875	inactive	N	SPE_K34073885	Tanshinone I	-3.59	inactive
R4A_0001759_001	SPE_K45117373	0.008825633	inactive	N	SPE_K45117373	Y-26763	-6.36	inactive
R4A_0003547_001					SPE_K14529030	Meisoindigo	-1.2	inactive
R4A_0003223_001	SPE_K59983611	-0.079219788	inactive	N	SPE_K59983611	SULFABENZAMIDE	-1.93	inactive
R4A_0005476_001					SPE_A35196708	Homatropine Bromide	-3.26	inactive
R4A_0004846_001	SPE_A27370296	0.079834946	inactive	N	SPE_A27370296	CYCLANDELATE	2.57	inactive
R4A_0002136_001					SPE_A65280694	MOLINDONE HYDROCHLORIDE	3.76	inactive
R4A_0001021_001	SPE_K29713308	0.29720606	inactive	N	SPE_K29713308	mebhydrolin	37.21	inactive
R4A_0000773_001	SPE_K93258693	-0.07860707	inactive	N	SPE_K93258693	GW-9662	-4.43	inactive
R4A_0000710_001	SPE_K26556907	0.021895665	inactive	N	SPE_K26556907	benzofenac	2.22	inactive
R4A_0003763_001	SPE_K97746869	-0.018512922	inactive	N	SPE_K97746869	CHLORPROPAMIDE	-1.26	inactive
R4A_0001747_001					SPE_K82903013	"3,3'-dichlorobenzaldazine"	-9.4	inactive
R4A_0004073_001	SPE_A75726477	-0.055466929	inactive	N	SPE_A75726477	CLENBUTEROL HYDROCHLORIDE	-1.67	inactive
R4A_0002375_001	SPE_K32821942	-0.003358165	inactive	N	SPE_K32821942	AZATHIOPRINE	-1.78	inactive
R4A_0001312_001					SPE_K19136521	indirubin-3-monoxime	-2.74	inactive
R4A_0003409_001	SPE_K55748775	-0.047822132	inactive	N	SPE_K55748775	SCH-28080	-0.79	inactive
R4A_0001943_001	SPE_K63253858	0.530822713	active	Y	SPE_K63253858	SPP-86	1.2	inactive
R4A_0001829_001	SPE_A67748489	-0.090058758	inactive	N	SPE_A67748489	K-858	18.64	inactive
R4A_0004321_001	SPE_K72462751	-0.159190417	inactive	N	SPE_K72462751	C-1	0.47	inactive
R4A_0004469_001	SPE_K80043866	-0.058653277	inactive	N	SPE_K80043866	Sodium gualenate	-3.22	inactive
R4A_0001149_001	SPE_K33743361	-0.086034964	inactive	N	SPE_K33743361	ML133 HCL	11.42	inactive
R4A_0002079_001					SPE_K07753030	ACECAINIDE HYDROCHLORIDE	-8.7	inactive
R4A_0000064_001	SPE_K34411045	-0.024143227	inactive	N	SPE_K34411045	HJC-0350	-10.51	inactive
R4A_0003318_001	SPE_A51714012	-0.039469696	inactive	N	SPE_A51714012	VENLAFAXINE HYDROCHLORIDE	-1.3	inactive
R4A_0004308_001	SPE_K70281171	-0.015229014	inactive	N	SPE_K70281171	U-99194	-1.54	inactive
R4A_0004438_001	SPE_K74603273	0.063108177	inactive	N	SPE_K74603273	"ICI-118,551"	10.4	inactive
R4A_0002183_001	SPE_K53737926	0.538075118	active	Y	SPE_K53737926	AMITRIPTYLINE HYDROCHLORIDE	39.67	inactive
R4A_0001237_001	SPE_K83322645	0.139236406	inactive	N	SPE_K83322645	L-693403	2.5	inactive
R4A_0001028_001	SPE_K31843556	0.00705467	inactive	N	SPE_K31843556	T-0070907	-1.82	inactive
R4A_0004688_001	SPE_K68851986	-0.026278917	inactive	N	SPE_K68851986	Necrostatin 2	-1.67	inactive
R4A_0001500_001	SPE_K17774839	-0.038861466	inactive	N	SPE_K17774839	JNJ-7777120	15.23	inactive
R4A_0004892_001					SPE_K65716359	exifone	10.6	inactive
R4A_0001252_001	SPE_K00662280	-0.151754181	inactive	N	SPE_K00662280	CL-218872	-4.68	inactive
R4A_0005118_001	SPE_K20902145	-0.026214842	inactive	N	SPE_K20902145	Treosulfan	0.79	inactive
R4A_0000472_001	SPE_K57569181	0.006971887	inactive	N	SPE_K57569181	PENTOXIFYLLINE	-6.36	inactive
R4A_0000177_001	SPE_K11640013	-0.053361872	inactive	N	SPE_K11640013	SULFAMETHAZINE	-2.34	inactive
R4A_0003239_001	SPE_A07207424	-0.037442627	inactive	N	SPE_A07207424	Ro-20-1724	-1.11	inactive
R4A_0001971_001	SPE_K54339150	-0.090093555	inactive	N	SPE_K54339150	proquazone	3	inactive
R4A_0002285_001	SPE_K93441486	-0.022402906	inactive	N	SPE_K93441486	Diphemanil Methylsulfate	-10.07	inactive
R4A_0004600_001	SPE_K18059238	0.016854452	inactive	N	SPE_K18059238	gamma-linolenic-acid	-4.09	inactive
R4A_0000654_001	SPE_A19633847	0.008584855	inactive	N	SPE_A19633847	PERHEXILINE MALEATE	37.99	inactive
R4A_0002620_001	SPE_K15086322	-0.010708296	inactive	N	SPE_K15086322	JNJ-10191584	-5.89	inactive
R4A_0003480_001	SPE_K65814004	-0.054256543	inactive	N	SPE_K65814004	diphenyleneiodonium	-0.66	inactive
R4A_0004570_001	SPE_K96153583	-0.125806675	inactive	N	SPE_K96153583	Cidofovir (Vistide)	-10.21	inactive
R4A_0004826_001	SPE_K81935556	0.115192439	inactive	N	SPE_K81935556	TCS-3035	4.17	inactive
R4A_0003909_001	SPE_K51575138	0.013822694	inactive	N	SPE_K51575138	TPCA-1	-0.84	inactive
R4A_0001885_001	SPE_K77950083	-0.077017829	inactive	N	SPE_K77950083	UPF-1069	-1.34	inactive
R4A_0000583_001	SPE_K91234829	-0.034729193	inactive	N	SPE_K91234829	napirimus	-1.38	inactive
R4A_0002568_001	SPE_K37069697	-0.001532463	inactive	N	SPE_K37069697	fexinidazole	-2.82	inactive
R4A_0004020_001	SPE_K42673188	0.022481465	inactive	N	SPE_K42673188	verubulin	-0.74	inactive
R4A_0002911_001					SPE_K85046107	Ramosetron (Hydrochloride)	17.86	inactive
R4A_0001592_001	SPE_K38370968	-0.089956153	inactive	N	SPE_K38370968	3-AQC	0.77	inactive
R4A_0004531_001					SPE_K81144366	MOXISYLYTE HYDROCHLORIDE	2.56	inactive
R4A_0001651_001	SPE_A32597168	-0.100560316	inactive	N	SPE_A32597168	Letosteine	-3.45	inactive
R4A_0003692_001	SPE_A67482312	-0.021984887	inactive	N	SPE_A67482312	4-P-PDOT	-2.11	inactive
R4A_0003001_001	SPE_K37694030	0.26087021	inactive	N	SPE_K37694030	DOXEPIN HYDROCHLORIDE	41.13	inactive
R4A_0001697_001	SPE_K43055376	-0.044510848	inactive	N	SPE_K43055376	Imepitoin	-1.04	inactive
R4A_0004179_001	SPE_K35882976	-0.099176533	inactive	N	SPE_K35882976	(4-oxo-2-phenyl-4H-chromen-8-yl)acetic acid	-2.66	inactive
R4A_0001397_001	SPE_K34533029	-0.031102498	inactive	N	SPE_K34533029	tyrphostin-AG-494	3.7	inactive
R4A_0004684_001	SPE_K03095347	-0.122710985	inactive	N	SPE_K03095347	LEVOSIMENDAN	-4.23	inactive
R4A_0003748_001	SPE_A44090213	-0.09166241	inactive	N	SPE_A44090213	INDOPROFEN	-3.93	inactive
R4A_0004486_001	SPE_K00938507	0.00365707	inactive	N	SPE_K00938507	SULFAMETHOXYPYRIDAZINE	-1.34	inactive
R4A_0004727_001	SPE_K14116214	-0.012713425	inactive	N	SPE_K14116214	SULFAMONOMETHOXINE	-1.77	inactive
R4A_0002251_001	SPE_K17205817	-0.007457861	inactive	N	SPE_K17205817	sulfametopyrazine	4.24	inactive
R4A_0001214_001	SPE_K87492696	-0.003555049	inactive	N	SPE_K87492696	SULFAMETER	-2.47	inactive
R4A_0000805_001	SPE_A49838158	0.023853684	inactive	N	SPE_A49838158	phenprocoumon	-4.73	inactive
R4A_0003942_001					SPE_K93618743	IPRIFLAVONE	-4.93	inactive
R4A_0002903_001					SPE_A05334458	(?)-Lisofylline	-8.3	inactive
R4A_0001976_001	SPE_K56751279	0.188290865	inactive	N	SPE_K56751279	Y-33075 (dihydrochloride)	-2.05	inactive
R4A_0004128_001	SPE_K62186992	-0.059150728	inactive	N	SPE_K62186992	Hydroxystilbamidine	-2.09	inactive
R4A_0002653_001	SPE_K77634909	-0.086444613	inactive	N	SPE_K77634909	AEG3482	0.23	inactive
R4A_0004295_001	SPE_A40084411	0.017638381	inactive	N	SPE_A40084411	CGP-12177	-1.16	inactive
R4A_0002176_001	SPE_A84228258	-0.077533666	inactive	N	SPE_A84228258	brefeldin-a	-2.38	inactive
R4A_0000475_001					SPE_K30126819	DIMESNA	-11.73	inactive
R4A_0001497_001	SPE_K20655524	-0.013755611	inactive	N	SPE_K20655524	MEFEXAMIDE HYDROCHLORIDE	-4.1	inactive
R4A_0000523_001	SPE_K11927976	-0.11227608	inactive	N	SPE_K11927976	ER-27319 maleate	13.54	inactive
R4A_0002045_001	SPE_K79684402	-0.080310916	inactive	N	SPE_K79684402	Ro-10-5824	1.09	inactive
R4A_0001239_001	SPE_K79743788	-0.034443328	inactive	N	SPE_K79743788	A-582941	-1.43	inactive
R4A_0004651_001	SPE_K60798049	0.027916553	inactive	N	SPE_K60798049	fanetizole	-3.35	inactive
R4A_0000269_001	SPE_K38436528	0.063324027	inactive	N	SPE_K38436528	IMIPRAMINE HYDROCHLORIDE	23.58	inactive
R4A_0001172_001	SPE_K26222048	-0.064892883	inactive	N	SPE_K26222048	"trans-10,cis-12-Conjugated-linoleic-acid"	-3.09	inactive
R4A_0003166_001	SPE_K56807945	-0.062773778	inactive	N	SPE_K56807945	FG-2216	-2.69	inactive
R4A_0004297_001					SPE_A23359898	Sibutramine (hydrochloride)	7.43	inactive
R4A_0002405_001	SPE_K44067360	0.025304696	inactive	N	SPE_K44067360	FLUFENAMIC ACID	-2.29	inactive
R4A_0004923_001					SPE_K63861289	MOLSIDOMINE	-1.44	inactive
R4A_0004512_001	SPE_K81807412	-0.005648365	inactive	N	SPE_K81807412	N6-methyladenosine (m6A)	-4.94	inactive
R4A_0005063_001	SPE_K53220666	0.031119521	inactive	N	SPE_K53220666	TRIMETOZINE	-5.33	inactive
R4A_0002128_001	SPE_K09537769	-0.098912005	inactive	N	SPE_K09537769	NU 7026	0.24	inactive
R4A_0000455_001	SPE_K19655798	-0.063707528	inactive	N	SPE_K19655798	compound-401	-0.21	inactive
R4A_0004982_001	SPE_K87696786	-0.026195416	inactive	N	SPE_K87696786	LY456236	-9.56	inactive
R4A_0004970_001	SPE_K92848252	-0.037489234	inactive	N	SPE_K92848252	DIMINAZENE ACETURATE	17.54	inactive
R4A_0005527_001	SPE_K90825648	-0.032972091	inactive	N	SPE_K90825648	RS-127445	-4.48	inactive
R4A_0004591_001	SPE_A67060370	-0.098295501	inactive	N	SPE_A67060370	Albendazole Oxide (Ricobendazole)	0.62	inactive
R4A_0005206_001	SPE_K36055864	-0.07058299	inactive	N	SPE_K36055864	CYCLOHEXIMIDE	-13.05	inactive
R4A_0002656_001	SPE_K90333595	0.028135249	inactive	N	SPE_K90333595	PHENTOLAMINE HYDROCHLORIDE	-2.18	inactive
R4A_0005487_001	SPE_K47598052	-0.032233591	inactive	N	SPE_K47598052	PP-1	-0.98	inactive
R4A_0003183_001	SPE_K22936972	0.022109175	inactive	N	SPE_K22936972	DIPHENYLPYRALINE HYDROCHLORIDE	26.1	inactive
R4A_0001926_001					SPE_K72815923	Xanomeline (oxalate)	17.85	inactive
R4A_0000894_001	SPE_K06644925	-0.088633949	inactive	N	SPE_K06644925	oleamide	-1.41	inactive
R4A_0002423_001					SPE_K61642990	FERb-033	-1.03	inactive
R4A_0005474_001	SPE_K25690923	-0.10530894	inactive	N	SPE_K25690923	4-iodo-6-phenylpyrimidine	-2.32	inactive
R4A_0001631_001					SPE_K05185389	RISEDRONATE SODIUM	-2.68	inactive
