"CompoundID";"Label";"Hf_Hf_d1";"Hf_Hf_d2";"Hf_Hf_d3";"Hf_Hf_d4";"Hf_Hf_d5";"Hf_Hf_d6";"Hf_Hf_d7";"Hf_Hf_d8";"Hf_Hf_d9";"Hf_Hf_d10";"Hf_Hf_d11";"Hf_Hf_d12";"Hf_Hf_d13";"Hf_Hf_d14";"Hf_Hf_d15";"Hf_Ar_d1";"Hf_Ar_d2";"Hf_Ar_d3";"Hf_Ar_d4";"Hf_Ar_d5";"Hf_Ar_d6";"Hf_Ar_d7";"Hf_Ar_d8";"Hf_Ar_d9";"Hf_Ar_d10";"Hf_Ar_d11";"Hf_Ar_d12";"Hf_Ar_d13";"Hf_Ar_d14";"Hf_Ar_d15";"Hf_D_d1";"Hf_D_d2";"Hf_D_d3";"Hf_D_d4";"Hf_D_d5";"Hf_D_d6";"Hf_D_d7";"Hf_D_d8";"Hf_D_d9";"Hf_D_d10";"Hf_D_d11";"Hf_D_d12";"Hf_D_d13";"Hf_D_d14";"Hf_D_d15";"Hf_+_d1";"Hf_+_d2";"Hf_+_d3";"Hf_+_d4";"Hf_+_d5";"Hf_+_d6";"Hf_+_d7";"Hf_+_d8";"Hf_+_d9";"Hf_+_d10";"Hf_+_d11";"Hf_+_d12";"Hf_+_d13";"Hf_+_d14";"Hf_+_d15";"Hf_Ac_d1";"Hf_Ac_d2";"Hf_Ac_d3";"Hf_Ac_d4";"Hf_Ac_d5";"Hf_Ac_d6";"Hf_Ac_d7";"Hf_Ac_d8";"Hf_Ac_d9";"Hf_Ac_d10";"Hf_Ac_d11";"Hf_Ac_d12";"Hf_Ac_d13";"Hf_Ac_d14";"Hf_Ac_d15";"Hf_-_d1";"Hf_-_d2";"Hf_-_d3";"Hf_-_d4";"Hf_-_d5";"Hf_-_d6";"Hf_-_d7";"Hf_-_d8";"Hf_-_d9";"Hf_-_d10";"Hf_-_d11";"Hf_-_d12";"Hf_-_d13";"Hf_-_d14";"Hf_-_d15";"Ar_Ar_d1";"Ar_Ar_d2";"Ar_Ar_d3";"Ar_Ar_d4";"Ar_Ar_d5";"Ar_Ar_d6";"Ar_Ar_d7";"Ar_Ar_d8";"Ar_Ar_d9";"Ar_Ar_d10";"Ar_Ar_d11";"Ar_Ar_d12";"Ar_Ar_d13";"Ar_Ar_d14";"Ar_Ar_d15";"Ar_D_d1";"Ar_D_d2";"Ar_D_d3";"Ar_D_d4";"Ar_D_d5";"Ar_D_d6";"Ar_D_d7";"Ar_D_d8";"Ar_D_d9";"Ar_D_d10";"Ar_D_d11";"Ar_D_d12";"Ar_D_d13";"Ar_D_d14";"Ar_D_d15";"Ar_+_d1";"Ar_+_d2";"Ar_+_d3";"Ar_+_d4";"Ar_+_d5";"Ar_+_d6";"Ar_+_d7";"Ar_+_d8";"Ar_+_d9";"Ar_+_d10";"Ar_+_d11";"Ar_+_d12";"Ar_+_d13";"Ar_+_d14";"Ar_+_d15";"Ar_Ac_d1";"Ar_Ac_d2";"Ar_Ac_d3";"Ar_Ac_d4";"Ar_Ac_d5";"Ar_Ac_d6";"Ar_Ac_d7";"Ar_Ac_d8";"Ar_Ac_d9";"Ar_Ac_d10";"Ar_Ac_d11";"Ar_Ac_d12";"Ar_Ac_d13";"Ar_Ac_d14";"Ar_Ac_d15";"Ar_-_d1";"Ar_-_d2";"Ar_-_d3";"Ar_-_d4";"Ar_-_d5";"Ar_-_d6";"Ar_-_d7";"Ar_-_d8";"Ar_-_d9";"Ar_-_d10";"Ar_-_d11";"Ar_-_d12";"Ar_-_d13";"Ar_-_d14";"Ar_-_d15";"D_D_d1";"D_D_d2";"D_D_d3";"D_D_d4";"D_D_d5";"D_D_d6";"D_D_d7";"D_D_d8";"D_D_d9";"D_D_d10";"D_D_d11";"D_D_d12";"D_D_d13";"D_D_d14";"D_D_d15";"D_+_d1";"D_+_d2";"D_+_d3";"D_+_d4";"D_+_d5";"D_+_d6";"D_+_d7";"D_+_d8";"D_+_d9";"D_+_d10";"D_+_d11";"D_+_d12";"D_+_d13";"D_+_d14";"D_+_d15";"D_Ac_d1";"D_Ac_d2";"D_Ac_d3";"D_Ac_d4";"D_Ac_d5";"D_Ac_d6";"D_Ac_d7";"D_Ac_d8";"D_Ac_d9";"D_Ac_d10";"D_Ac_d11";"D_Ac_d12";"D_Ac_d13";"D_Ac_d14";"D_Ac_d15";"D_-_d1";"D_-_d2";"D_-_d3";"D_-_d4";"D_-_d5";"D_-_d6";"D_-_d7";"D_-_d8";"D_-_d9";"D_-_d10";"D_-_d11";"D_-_d12";"D_-_d13";"D_-_d14";"D_-_d15";"+_+_d1";"+_+_d2";"+_+_d3";"+_+_d4";"+_+_d5";"+_+_d6";"+_+_d7";"+_+_d8";"+_+_d9";"+_+_d10";"+_+_d11";"+_+_d12";"+_+_d13";"+_+_d14";"+_+_d15";"+_Ac_d1";"+_Ac_d2";"+_Ac_d3";"+_Ac_d4";"+_Ac_d5";"+_Ac_d6";"+_Ac_d7";"+_Ac_d8";"+_Ac_d9";"+_Ac_d10";"+_Ac_d11";"+_Ac_d12";"+_Ac_d13";"+_Ac_d14";"+_Ac_d15";"+_-_d1";"+_-_d2";"+_-_d3";"+_-_d4";"+_-_d5";"+_-_d6";"+_-_d7";"+_-_d8";"+_-_d9";"+_-_d10";"+_-_d11";"+_-_d12";"+_-_d13";"+_-_d14";"+_-_d15";"Ac_Ac_d1";"Ac_Ac_d2";"Ac_Ac_d3";"Ac_Ac_d4";"Ac_Ac_d5";"Ac_Ac_d6";"Ac_Ac_d7";"Ac_Ac_d8";"Ac_Ac_d9";"Ac_Ac_d10";"Ac_Ac_d11";"Ac_Ac_d12";"Ac_Ac_d13";"Ac_Ac_d14";"Ac_Ac_d15";"Ac_-_d1";"Ac_-_d2";"Ac_-_d3";"Ac_-_d4";"Ac_-_d5";"Ac_-_d6";"Ac_-_d7";"Ac_-_d8";"Ac_-_d9";"Ac_-_d10";"Ac_-_d11";"Ac_-_d12";"Ac_-_d13";"Ac_-_d14";"Ac_-_d15";"-_-_d1";"-_-_d2";"-_-_d3";"-_-_d4";"-_-_d5";"-_-_d6";"-_-_d7";"-_-_d8";"-_-_d9";"-_-_d10";"-_-_d11";"-_-_d12";"-_-_d13";"-_-_d14";"-_-_d15";"SlogP";"SMR";"LabuteASA";"TPSA";"AMW";"ExactMW";"NumLipinskiHBA";"NumLipinskiHBD";"NumRotatableBonds";"NumHBD";"NumHBA";"NumAmideBonds";"NumHeteroAtoms";"NumHeavyAtoms";"NumAtoms";"NumStereocenters";"NumUnspecifiedStereocenters";"NumRings";"NumAromaticRings";"NumSaturatedRings";"NumAliphaticRings";"NumAromaticHeterocycles";"NumSaturatedHeterocycles";"NumAliphaticHeterocycles";"NumAromaticCarbocycles";"NumSaturatedCarbocycles";"NumAliphaticCarbocycles";"FractionCSP3"
"SPE_K19761926";"inactive";0.30000001;4.3000002;3.3;1.3;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;4.3000002;2.3;4.3000002;4.3000002;1.3;2.3;2.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;2.3;1.3;1.3;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.124500000000002;105.15300000000008;176.23353169424385;82.2;414.4980000000003;414.20423867999995;6;0;1;0;6;0;6;30;60;8;0;6;0;5;6;0;2;2;0;3;4;0.7916666666666666
"SPE_A75769826";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;7.3000002;3.3;3.3;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;2.3;6.3000002;6.3000002;4.3000002;3.3;2.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;1.3;1.3;2.3;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;1.3;2.3;2.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;1.3;2.3;2.3;0.30000001;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;2.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0.30000001;2.3;2.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.7387000000000015;118.60230000000004;180.50754640887087;68.72;414.5050000000002;414.19434269199996;5;3;2;3;4;0;5;31;57;4;1;7;3;1;4;1;1;2;2;0;2;0.38461538461538464
"SPE_K83794243";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;1.3;1.3;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0.30000001;2.3;1.3;0.30000001;1.3;0.30000001;3.3;0.30000001;2.3;2.3;0.30000001;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0.30000001;1.3;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0.30000001;2.3;0.30000001;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.149000000000006;125.38630000000006;183.79245202787146;55.120000000000005;414.54900000000015;414.23072819999993;4;1;5;1;3;0;4;31;61;0;0;4;3;0;1;1;0;0;2;0;1;0.3333333333333333
"SPE_K26024145";"inactive";0.30000001;3.3;2.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;1.3;2.3;1.3;3.3;2.3;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0.30000001;1.3;0.30000001;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.292900000000006;115.62100000000008;180.74798777108177;60.440000000000005;414.58600000000024;414.277009696;4;0;3;0;4;0;4;30;68;6;0;4;0;3;4;0;0;0;0;3;4;0.8076923076923077
"SPE_K50135270";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;2.3;0.30000001;0;0;0;0;0;0;0;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0.30000001;2.3;0.30000001;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;2.3;0.30000001;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;2.3;0.30000001;0;0;0;0;0;0;0;0.30000001;2.3;0.30000001;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0430000000000055;128.32200000000003;186.82239409197547;15.71;414.59300000000013;414.26711370799995;3;0;10;0;3;0;3;31;65;0;0;4;3;1;1;0;1;1;3;0;0;0.35714285714285715
"SPE_K14821965";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;2.3;2.3;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0.30000001;2.3;0.30000001;2.3;2.3;1.3;1.3;0.30000001;0;0;0;0;0;0;0;1.3;1.3;2.3;0.30000001;1.3;1.3;2.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0.30000001;1.3;1.3;0.30000001;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.988400000000004;132.66020000000006;184.8505693225702;55.92;414.5970000000002;414.27724992818;4;4;7;2;2;0;4;31;65;0;0;4;4;0;0;1;0;0;3;0;0;0.2962962962962963
"SPE_K15864401";"inactive";1.3;4.3000002;3.3;3.3;1.3;1.3;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;1.3;1.3;0.30000001;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;3.3;1.3;1.3;2.3;0.30000001;2.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.713900000000006;117.70080000000006;182.52448025999152;38.69;414.6300000000003;414.31339520399996;3;1;0;1;3;0;3;30;72;11;0;6;0;5;6;0;2;2;0;3;4;0.9259259259259259
"SPE_K54247840";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;1.3;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0.30000001;1.3;1.3;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;1.3;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8844999999999996;95.36850000000004;151.51399482977874;84.22;414.6870000000001;413.014181184;6;2;4;2;6;0;8;24;41;2;0;3;2;1;1;1;1;1;1;0;0;0.4375
"SPE_K16553588";"inactive";0.30000001;4.3000002;2.3;2.3;1.3;1.3;2.3;1.3;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;1.3;1.3;0.30000001;0;0.30000001;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.02480000000001;128.2168000000001;187.03893633682944;20.23;414.7180000000003;414.38616622;1;1;6;1;1;0;1;30;80;9;0;4;0;3;4;0;0;0;0;3;4;0.9310344827586207
"SPE_K42495768";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0.30000001;2.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;3.3;0.30000001;3.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;3.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;2.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.9361000000000006;83.133;137.44004294584067;63.24;415.1170000000001;412.83495251200003;4;1;3;1;4;1;9;20;26;0;0;2;2;0;0;1;0;0;1;0;0;0
"SPE_K96758128";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0.30000001;2.3;0.30000001;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0.30000001;1.3;0.30000001;0;0;0;0;0.30000001;2.3;0.30000001;1.3;0.30000001;0.30000001;2.3;1.3;0.30000001;0.30000001;2.3;0.30000001;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;2.3;2.3;2.3;0.30000001;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;2.3;1.3;0.30000001;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;2.3;1.3;0.30000001;0.30000001;2.3;0.30000001;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;1.3;0.30000001;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2601000000000004;89.43190000000001;149.26746025705245;101.65000000000002;415.19;414.002675436;6;4;6;3;4;1;9;25;38;1;0;2;2;0;0;0;0;0;2;0;0;0.125
"SPE_A09472452";"inactive";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;1.3;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0.30000001;2.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;2.3;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;1.3;0.30000001;1.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30000001;2.3;1.3;0.30000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4407000000000014;87.51690000000005;156.92148456816147;59.59;414.34600000000006;414.13781181999997;5;2;7;2;4;1;11;28;48;1;1;2;1;1;1;0;1;1;1;0;0;0.5882352941176471
